; CSV, generated by DSView, sampled on 2026-07-04 11:40:07
; Channels (2/16)
; Sample rate: 1 MHz
; Sample count: 100.352 K Samples
Time(s), SDA, SCL
0.005806,0,0
0.005807,1,0
0.005808,1,1
0.005809,1,0
0.005811,1,1
0.005812,1,0
0.005813,1,1
0.005815,1,0
0.005816,1,1
0.005817,1,0
0.005819,1,1
0.00582,0,0
0.005821,0,1
0.005823,1,0
0.005824,1,1
0.005825,1,0
0.005826,0,0
0.005827,0,1
0.005828,0,0
0.005829,1,0
0.00583,1,1
0.005831,0,0
0.005833,0,1
0.005834,1,1
0.005843,0,1
0.005844,0,0
0.005845,1,0
0.005847,1,1
0.005848,1,0
0.00585,1,1
0.005851,1,0
0.005852,1,1
0.005854,1,0
0.005855,1,1
0.005856,1,0
0.005858,1,1
0.005859,1,0
0.00586,1,1
0.005862,0,0
0.005863,0,1
0.005864,0,0
0.005866,0,1
0.005867,1,0
0.005868,1,1
0.00587,0,0
0.005871,0,1
0.005873,1,1
0.007636,0,1
0.007637,0,0
0.007639,0,1
0.007641,0,0
0.007642,0,1
0.007643,0,0
0.007644,1,0
0.007645,1,1
0.007646,0,0
0.007647,0,1
0.007649,0,0
0.00765,0,1
0.007651,0,0
0.007653,0,1
0.007654,0,0
0.007655,0,1
0.007657,0,0
0.007658,0,1
0.007659,0,0
0.00766,1,0
0.007661,1,1
0.007662,1,0
0.007663,0,0
0.007664,0,1
0.007665,1,1
0.013599,0,1
0.0136,0,0
0.013603,0,1
0.013604,0,0
0.013605,0,1
0.013607,1,0
0.013608,1,1
0.013609,1,0
0.01361,0,0
0.013611,0,1
0.013612,0,0
0.013613,0,1
0.013615,0,0
0.013616,0,1
0.013617,0,0
0.013619,0,1
0.01362,0,0
0.013621,0,1
0.013623,1,0
0.013624,1,1
0.013625,1,0
0.013626,0,0
0.013627,0,1
0.013629,1,1
